txn_id,account_id,timestamp,amount,txn_type,merchant,city,lat,lon,status,is_fraud,fraud_type,velocity_flag,geo_flag,notes
TXN-439075,ACC-00078,2025-01-02 10:43:49.379501,23.35,Wire,DoorDash,"Chicago, US",41.86434285918337,-87.65764842986886,Approved,False,,False,False,
TXN-156413,ACC-00167,2025-01-02 10:44:38.505791,113.83,ACH,Starbucks,"Lagos, NG",6.4818512349013115,3.4013563711964676,Approved,False,,False,False,
TXN-660333,ACC-00001,2025-01-02 10:52:35.241849,273.78,ACH,Home Depot,"Los Angeles, US",34.071289027828875,-118.25284328782381,Approved,False,,False,False,
TXN-871889,ACC-00061,2025-01-02 10:52:45.025786,167.82,P2P,McDonald's,"Seattle, US",47.594200801139024,-122.28577031606949,Approved,False,,False,False,
TXN-881996,ACC-00088,2025-01-02 10:54:47.578574,52.03,POS,Home Depot,"London, UK",51.51837494845897,-0.12027893118203682,Approved,False,,False,False,
TXN-546768,ACC-00095,2025-01-02 10:57:33.461983,33.97,ACH,Target,"Chicago, US",41.911051321835764,-87.5832438763637,Approved,False,,False,False,
TXN-109634,ACC-00169,2025-01-02 10:57:36.657645,221.21,Wire,CVS Pharmacy,"Chicago, US",41.8628560797842,-87.60820864864964,Approved,False,,False,False,
TXN-182300,ACC-00199,2025-01-02 10:59:38.713757,23.28,ACH,McDonald's,"Seattle, US",47.6165856627951,-122.29420396866364,Approved,False,,False,False,
TXN-723210,ACC-00110,2025-01-02 11:06:43.360392,48.49,ACH,Costco,"Houston, US",29.770501339171616,-95.35753823670174,Approved,False,,False,False,
TXN-300924,ACC-00016,2025-01-02 11:06:50.742953,423.57,P2P,Delta Airlines,"Boston, US",42.39356650777454,-71.08944204320181,Approved,False,,False,False,
TXN-611540,ACC-00168,2025-01-02 11:13:28.067857,16.09,ATM,McDonald's,"Denver, US",39.78701450487834,-105.02496492854735,Approved,False,,False,False,
TXN-931578,ACC-00009,2025-01-02 11:21:50.764506,19.43,Online,Costco,"Miami, US",25.81666588888116,-80.16627344737103,Approved,False,,False,False,
TXN-181588,ACC-00122,2025-01-02 11:33:19.761546,99.3,POS,Apple Store,"Seattle, US",47.60475462633638,-122.34029179536877,Approved,False,,False,False,
TXN-152294,ACC-00166,2025-01-02 11:48:45.129374,63.76,Online,Best Buy,"Houston, US",29.779310062430866,-95.40221827648553,Approved,False,,False,False,
TXN-767349,ACC-00134,2025-01-02 11:48:57.984381,32.74,ATM,Home Depot,"Chicago, US",41.8386665921134,-87.67102689271911,Approved,False,,False,False,
TXN-506963,ACC-00141,2025-01-02 11:49:15.409745,109.14,ACH,Apple Store,"Los Angeles, US",34.01453701403204,-118.26594793771811,Approved,False,,False,False,
TXN-579094,ACC-00195,2025-01-02 11:51:20.678526,12.13,P2P,CVS Pharmacy,"Austin, US",30.31185016225527,-97.6963323516885,Approved,False,,False,False,
TXN-389346,ACC-00008,2025-01-02 11:52:18.098235,268.08,Wire,Airbnb,"Chicago, US",41.92750646833512,-87.59321412129664,Approved,False,,False,False,
TXN-958706,ACC-00011,2025-01-02 11:52:42.985722,71.05,Online,DoorDash,"London, UK",51.49713357434646,-0.14277384619723937,Approved,False,,False,False,
TXN-114210,ACC-00163,2025-01-02 12:05:29.936147,71.22,P2P,Walmart,"Boston, US",42.34885073015955,-71.06796213786326,Approved,False,,False,False,
TXN-481237,ACC-00078,2025-01-02 12:05:52.884301,150.71,ACH,CVS Pharmacy,"Lagos, NG",6.536443791714997,3.4296920706639913,Approved,False,,False,False,
TXN-623162,ACC-00063,2025-01-02 12:08:33.034003,66.54,POS,McDonald's,"Boston, US",42.324053506757046,-71.07090919404365,Approved,False,,False,False,
TXN-487538,ACC-00035,2025-01-02 12:11:24.941330,351.92,P2P,DoorDash,"Houston, US",29.73026185717042,-95.32841806161329,Approved,False,,False,False,
TXN-178687,ACC-00192,2025-01-02 12:20:36.887377,74.62,ACH,Target,"Denver, US",39.775702029977694,-104.96007411358742,Approved,False,,False,False,
TXN-361728,ACC-00034,2025-01-02 12:21:05.938169,58.93,ACH,Netflix,"Austin, US",30.242383983540837,-97.7613136489413,Approved,False,,False,False,
TXN-483349,ACC-00106,2025-01-02 12:23:49.294832,12.05,ATM,Apple Store,"Chicago, US",41.916687425795864,-87.66852115430044,Approved,False,,False,False,
TXN-588148,ACC-00015,2025-01-02 12:26:37.826654,9.77,Wire,Apple Store,"Chicago, US",41.88516913771758,-87.61616110389738,Approved,False,,False,False,
TXN-571923,ACC-00039,2025-01-02 12:29:57.053327,567.7,Wire,Netflix,"Austin, US",30.261234329167145,-97.72667591778145,Approved,False,,False,False,
TXN-119719,ACC-00065,2025-01-02 12:38:41.566956,6.76,ACH,CVS Pharmacy,"Los Angeles, US",34.036727480310574,-118.21330111607665,Approved,False,,False,False,
TXN-255141,ACC-00109,2025-01-02 12:44:38.624850,32.48,POS,Costco,"Boston, US",42.352309398326426,-71.04137340001229,Approved,False,,False,False,
TXN-923073,ACC-00179,2025-01-02 12:48:42.686293,130.57,Wire,McDonald's,"Miami, US",25.726142397245873,-80.18095365848755,Approved,False,,False,False,
TXN-157187,ACC-00176,2025-01-02 12:51:28.551519,112.71,Wire,Target,"Boston, US",42.40446034820072,-71.01394132545629,Approved,False,,False,False,
TXN-854727,ACC-00041,2025-01-02 12:53:49.235604,33.48,POS,Walmart,"Los Angeles, US",34.08735208851338,-118.20646075184867,Approved,False,,False,False,
TXN-256465,ACC-00167,2025-01-02 12:57:31.507686,144.74,ATM,Target,"Houston, US",29.752639503065687,-95.37449758402323,Approved,False,,False,False,
TXN-181212,ACC-00187,2025-01-02 13:07:25.970883,589.92,Wire,McDonald's,"Seattle, US",47.59949675881614,-122.33583582212535,Approved,False,,False,False,
TXN-806682,ACC-00192,2025-01-02 13:15:46.999270,28.65,P2P,DoorDash,"Houston, US",29.783497528471788,-95.32549035722735,Approved,False,,False,False,
TXN-582860,ACC-00193,2025-01-02 13:22:51.922255,85.32,Wire,McDonald's,"Austin, US",30.23437712595588,-97.72700861709131,Approved,False,,False,False,
TXN-571228,ACC-00022,2025-01-02 13:26:45.959764,638.65,Online,Shell Gas,"Dallas, US",32.80080751058295,-96.83800228902221,Approved,False,,False,False,
TXN-725030,ACC-00043,2025-01-02 13:29:52.433656,61.13,P2P,Netflix,"Lagos, NG",6.5495972663702995,3.409975505896614,Approved,False,,False,False,
TXN-140372,ACC-00064,2025-01-02 13:32:18.501514,405.34,P2P,McDonald's,"Dallas, US",32.82700681918148,-96.83152753320249,Approved,False,,False,False,
TXN-753205,ACC-00185,2025-01-02 13:32:34.833117,7.06,ACH,Costco,"Boston, US",42.34008881516028,-71.01636775953867,Approved,False,,False,False,
TXN-278026,ACC-00040,2025-01-02 13:32:47.706908,1338.01,Wire,Best Buy,"Boston, US",42.403284354554756,-71.06280183260566,Approved,False,,False,False,
TXN-948340,ACC-00041,2025-01-02 13:36:18.664264,87.55,Online,McDonald's,"London, UK",51.54755362156681,-0.14259074399799632,Approved,False,,False,False,
TXN-376331,ACC-00167,2025-01-02 13:43:35.605351,244.41,Wire,Costco,"London, UK",51.48634075212829,-0.14888203668024802,Approved,False,,False,False,
TXN-404691,ACC-00009,2025-01-02 13:46:55.516700,36.56,ATM,McDonald's,"Boston, US",42.390020193180334,-71.07173749199426,Approved,False,,False,False,
TXN-397388,ACC-00169,2025-01-02 13:57:25.254302,283.34,ATM,Home Depot,"Houston, US",29.710084320946493,-95.40525089904637,Approved,False,,False,False,
TXN-275741,ACC-00066,2025-01-02 14:02:46.145501,100.97,POS,Walmart,"Lagos, NG",6.56221441905136,3.345369123948547,Approved,False,,False,False,
TXN-346729,ACC-00191,2025-01-02 14:04:09.652914,38.33,ACH,Starbucks,"Chicago, US",41.91146497612247,-87.66868359656792,Approved,False,,False,False,
TXN-170835,ACC-00132,2025-01-02 14:08:09.610342,96.99,Wire,Walmart,"London, UK",51.51567181181052,-0.12083328777572969,Approved,False,,False,False,
TXN-259826,ACC-00038,2025-01-02 14:11:54.574129,6.02,Wire,DoorDash,"Dallas, US",32.789798216318445,-96.79065539585288,Approved,False,,False,False,
TXN-227980,ACC-00104,2025-01-02 14:15:13.910448,957.56,ACH,Amazon,"Boston, US",42.35071349605229,-71.08940672547608,Approved,False,,False,False,
TXN-280077,ACC-00021,2025-01-02 14:16:13.689840,57.7,ACH,Airbnb,"Chicago, US",41.918704652826065,-87.5927887119104,Approved,False,,False,False,
TXN-196789,ACC-00185,2025-01-02 14:17:15.543954,115.23,ACH,Starbucks,"Chicago, US",41.918330192998276,-87.64241723774595,Approved,False,,False,False,
TXN-920347,ACC-00122,2025-01-02 14:19:30.148755,1611.54,ACH,Amazon,"Chicago, US",41.92720725504987,-87.64173670172349,Approved,False,,False,False,
TXN-126000,ACC-00142,2025-01-02 14:20:07.296316,51.87,ATM,Delta Airlines,"London, UK",51.541383774078284,-0.09913277820497438,Approved,False,,False,False,
TXN-752944,ACC-00181,2025-01-02 14:21:23.626332,77.54,P2P,Walmart,"Los Angeles, US",34.08167362677266,-118.22315677724451,Approved,False,,False,False,
TXN-459462,ACC-00009,2025-01-02 14:26:38.190382,53.01,P2P,Delta Airlines,"Seattle, US",47.643471315204856,-122.3468271330148,Approved,False,,False,False,
TXN-640472,ACC-00177,2025-01-02 14:29:23.155072,48.32,POS,Airbnb,"Boston, US",42.38277414454161,-71.1017645606829,Approved,False,,False,False,
TXN-853489,ACC-00064,2025-01-02 14:29:27.492609,42.35,Wire,Airbnb,"Miami, US",25.753563491230302,-80.15968539691524,Approved,False,,False,False,
TXN-557311,ACC-00135,2025-01-02 14:31:00.086920,50.92,ATM,Costco,"Denver, US",39.748364983284475,-104.98699515683249,Approved,False,,False,False,
TXN-605666,ACC-00088,2025-01-02 14:32:43.372884,14.2,ATM,Airbnb,"Miami, US",25.81945253512383,-80.20250873265822,Approved,False,,False,False,
TXN-413710,ACC-00064,2025-01-02 14:39:35.465132,91.49,Online,Uber,"Lagos, NG",6.56089934301763,3.342876786444358,Approved,False,,False,False,
TXN-587467,ACC-00095,2025-01-02 14:46:18.984400,118.7,Online,Best Buy,"New York, US",40.738128335577,-73.98329048791683,Approved,False,,False,False,
TXN-677035,ACC-00062,2025-01-02 14:48:39.569922,197.65,Online,Netflix,"Dallas, US",32.78076886113908,-96.80065887336302,Approved,False,,False,False,
TXN-704958,ACC-00041,2025-01-02 14:49:34.517417,85.83,POS,Apple Store,"Seattle, US",47.65186732498293,-122.37236451349744,Approved,False,,False,False,
TXN-848225,ACC-00170,2025-01-02 14:52:19.381715,659.85,ATM,Home Depot,"Chicago, US",41.89310029169426,-87.64690993622978,Approved,False,,False,False,
TXN-477735,ACC-00128,2025-01-02 14:53:48.570898,3.67,Online,Airbnb,"Dallas, US",32.826227513109814,-96.84364178595624,Approved,False,,False,False,
TXN-234966,ACC-00115,2025-01-02 14:53:59.208580,101.52,Wire,DoorDash,"Dallas, US",32.74415175966188,-96.79767487594111,Approved,False,,False,False,
TXN-340932,ACC-00025,2025-01-02 15:03:36.470717,57.41,POS,DoorDash,"Miami, US",25.763960549992042,-80.19157488698926,Approved,False,,False,False,
TXN-637422,ACC-00155,2025-01-02 15:13:24.414075,134.14,ATM,DoorDash,"Denver, US",39.69273501247048,-104.93974586975594,Approved,False,,False,False,
TXN-657695,ACC-00123,2025-01-02 15:27:10.374739,110.24,Wire,Amazon,"Chicago, US",41.92516283545332,-87.63103678888162,Approved,False,,False,False,
TXN-324164,ACC-00081,2025-01-02 15:37:25.317620,425.6,ACH,DoorDash,"Lagos, NG",6.531163555733768,3.3653901867380336,Approved,False,,False,False,
TXN-661307,ACC-00111,2025-01-02 15:45:17.270262,205.15,POS,Airbnb,"London, UK",51.46091885219387,-0.09476379747643861,Approved,False,,False,False,
TXN-486643,ACC-00100,2025-01-02 15:45:49.121505,275.69,ATM,McDonald's,"Houston, US",29.76057892491833,-95.3268865961849,Approved,False,,False,False,
TXN-812597,ACC-00092,2025-01-02 15:45:57.227267,66.2,P2P,Best Buy,"New York, US",40.70292309407554,-74.05088008127832,Approved,False,,False,False,
TXN-653392,ACC-00009,2025-01-02 15:46:02.994093,149.39,P2P,Amazon,"Austin, US",30.24311109567265,-97.75650509149938,Approved,False,,False,False,
TXN-653217,ACC-00150,2025-01-02 16:08:18.403443,17.81,Wire,DoorDash,"Austin, US",30.268364874758916,-97.74449858412567,Approved,False,,False,False,
TXN-248725,ACC-00175,2025-01-02 16:14:25.648711,43.58,ACH,Uber,"London, UK",51.485408863131,-0.16086254033707,Approved,False,,False,False,
TXN-978821,ACC-00164,2025-01-02 16:15:57.567619,74.03,ACH,Best Buy,"Seattle, US",47.6518775132489,-122.2896419521906,Approved,False,,False,False,
TXN-933966,ACC-00027,2025-01-02 16:19:52.660068,48.5,POS,Costco,"Chicago, US",41.84022889831888,-87.62834172513273,Approved,False,,False,False,
TXN-311697,ACC-00185,2025-01-02 16:20:18.880704,87.81,Online,Amazon,"Austin, US",30.288972929623924,-97.77968075844261,Approved,False,,False,False,
TXN-242350,ACC-00009,2025-01-02 16:22:34.248466,122.53,ATM,Starbucks,"London, UK",51.4800014796687,-0.13818799529805503,Approved,False,,False,False,
TXN-253350,ACC-00061,2025-01-02 16:24:30.463313,368.66,ACH,CVS Pharmacy,"Miami, US",25.720924974120205,-80.21936586897215,Approved,False,,False,False,
TXN-952262,ACC-00071,2025-01-02 16:28:49.130990,72.79,ACH,Shell Gas,"New York, US",40.751392939725754,-74.05626492632952,Approved,False,,False,False,
TXN-988845,ACC-00100,2025-01-02 16:29:46.306188,68.22,ATM,Amazon,"Houston, US",29.71045094681612,-95.36069085109358,Approved,False,,False,False,
TXN-877462,ACC-00125,2025-01-02 16:43:17.952873,26.18,POS,Walmart,"Chicago, US",41.8572611354097,-87.62655673067891,Approved,False,,False,False,
TXN-696053,ACC-00074,2025-01-02 16:46:21.012279,24.21,Online,McDonald's,"Lagos, NG",6.541252818897937,3.387640162360209,Approved,False,,False,False,
TXN-114575,ACC-00083,2025-01-02 16:53:55.825029,74.35,POS,McDonald's,"London, UK",51.54427411263341,-0.11099564437411986,Approved,False,,False,False,
TXN-488477,ACC-00013,2025-01-02 16:55:21.171492,23.68,Online,CVS Pharmacy,"London, UK",51.47020554185725,-0.08919242472797334,Approved,False,,False,False,
TXN-163634,ACC-00088,2025-01-02 16:56:34.980420,124.83,P2P,Starbucks,"Lagos, NG",6.538217209681932,3.392079003254652,Approved,False,,False,False,
TXN-441027,ACC-00172,2025-01-02 17:04:39.185359,328.98,Online,Costco,"Houston, US",29.775868895341716,-95.39546423464141,Approved,False,,False,False,
TXN-236543,ACC-00156,2025-01-02 17:06:46.409083,56.98,ACH,Target,"New York, US",40.75933103172256,-74.05943975708497,Approved,False,,False,False,
TXN-112166,ACC-00004,2025-01-02 17:10:48.440446,196.8,P2P,Home Depot,"New York, US",40.66846479446212,-74.00664561330763,Approved,False,,False,False,
TXN-571155,ACC-00137,2025-01-02 17:14:06.875740,3.59,Wire,Amazon,"Dallas, US",32.79977066591451,-96.81923496615944,Approved,False,,False,False,
TXN-633618,ACC-00051,2025-01-02 17:19:19.104209,129.27,Wire,Delta Airlines,"Boston, US",42.396635456966195,-71.0511298406747,Approved,False,,False,False,
TXN-255190,ACC-00085,2025-01-02 17:25:21.705170,635.81,ACH,Best Buy,"Los Angeles, US",34.004460720142454,-118.26742017196338,Approved,False,,False,False,
TXN-795984,ACC-00135,2025-01-02 17:25:43.736238,111.18,ATM,Netflix,"New York, US",40.755711841577615,-74.03527338101992,Approved,False,,False,False,
TXN-373056,ACC-00102,2025-01-02 17:28:59.923041,36.18,POS,Delta Airlines,"Miami, US",25.728842898723375,-80.22594144089877,Approved,False,,False,False,
TXN-250038,ACC-00107,2025-01-02 17:37:14.568598,202.28,ACH,Shell Gas,"London, UK",51.46748796011643,-0.12534209771528068,Approved,False,,False,False,
TXN-760957,ACC-00101,2025-01-02 17:43:44.304483,100.52,POS,Amazon,"Seattle, US",47.60876412505487,-122.3223142260903,Approved,False,,False,False,
TXN-697586,ACC-00085,2025-01-02 17:47:50.418901,52.3,ATM,Netflix,"Boston, US",42.36799973961715,-71.08568419514185,Approved,False,,False,False,
TXN-941363,ACC-00168,2025-01-02 17:49:54.261620,128.83,ATM,Walmart,"Boston, US",42.33549299175214,-71.03852418151845,Approved,False,,False,False,
TXN-109958,ACC-00043,2025-01-02 17:50:37.257447,130.82,POS,Shell Gas,"Boston, US",42.31109489922194,-71.08836443961663,Approved,False,,False,False,
TXN-168209,ACC-00177,2025-01-02 18:03:53.343083,15.1,Wire,Uber,"Miami, US",25.72647599283155,-80.23883847523261,Approved,False,,False,False,
TXN-752542,ACC-00001,2025-01-02 18:08:43.489285,73.73,P2P,Airbnb,"Boston, US",42.339712268084114,-71.03577171714164,Approved,False,,False,False,
TXN-316247,ACC-00033,2025-01-02 18:15:05.921583,25.87,P2P,Uber,"Lagos, NG",6.499825659217168,3.395762944427807,Approved,False,,False,False,
TXN-484546,ACC-00159,2025-01-02 18:18:24.588835,1450.88,P2P,Target,"Austin, US",30.257316010790607,-97.7703503252145,Approved,False,,False,False,
TXN-309174,ACC-00153,2025-01-02 18:20:37.210988,182.25,Online,Walmart,"Boston, US",42.38861462223174,-71.04619197061876,Approved,False,,False,False,
TXN-538738,ACC-00070,2025-01-02 18:21:25.759591,65.8,Wire,McDonald's,"Dallas, US",32.80537192498276,-96.76253409989094,Approved,False,,False,False,
TXN-315667,ACC-00119,2025-01-02 18:37:04.040227,309.43,Online,Home Depot,"Lagos, NG",6.498508888353716,3.387491991580216,Approved,False,,False,False,
TXN-593602,ACC-00075,2025-01-02 18:39:51.381638,202.57,POS,Home Depot,"Boston, US",42.32982662026717,-71.03987388457966,Approved,False,,False,False,
TXN-722871,ACC-00161,2025-01-02 18:40:13.761247,11.46,ACH,Netflix,"Lagos, NG",6.503780133222051,3.396537342517736,Approved,False,,False,False,
TXN-997935,ACC-00192,2025-01-02 18:42:19.370373,39.18,ATM,Apple Store,"Chicago, US",41.89999670201839,-87.60971319052453,Approved,False,,False,False,
TXN-878659,ACC-00116,2025-01-02 18:47:57.166517,90.42,P2P,Starbucks,"Austin, US",30.316502920421367,-97.78142258963582,Approved,False,,False,False,
TXN-797848,ACC-00069,2025-01-02 19:03:43.298132,79.76,P2P,Uber,"Austin, US",30.26693281005105,-97.78090123050553,Approved,False,,False,False,
TXN-213119,ACC-00133,2025-01-02 19:06:17.984941,39.27,Online,Airbnb,"Denver, US",39.7067648266293,-104.94732257712639,Approved,False,,False,False,
TXN-784167,ACC-00198,2025-01-02 19:13:16.533782,287.2,POS,Airbnb,"Chicago, US",41.90268738358547,-87.5824808574381,Approved,False,,False,False,
TXN-952336,ACC-00030,2025-01-02 19:13:43.867066,83.66,ACH,Delta Airlines,"New York, US",40.67160240471006,-73.97048247819602,Approved,False,,False,False,
TXN-115920,ACC-00070,2025-01-02 19:15:15.299367,29.34,Wire,Airbnb,"Austin, US",30.317134756558115,-97.6990233100517,Approved,False,,False,False,
TXN-117367,ACC-00063,2025-01-02 19:21:57.344738,26.61,ATM,DoorDash,"Denver, US",39.773134505668914,-104.9528902186269,Approved,False,,False,False,
TXN-410158,ACC-00148,2025-01-02 19:31:46.331712,62.68,ATM,Airbnb,"Los Angeles, US",34.021613728514374,-118.26902369204731,Approved,False,,False,False,
TXN-281905,ACC-00113,2025-01-02 19:47:28.373942,951.94,Online,Delta Airlines,"Boston, US",42.32803152333438,-71.06570196582092,Approved,False,,False,False,
TXN-102146,ACC-00059,2025-01-02 19:51:43.359498,101.82,ACH,Costco,"Miami, US",25.79634442444385,-80.2310019312136,Approved,False,,False,False,
TXN-987240,ACC-00129,2025-01-02 19:58:49.489788,136.93,P2P,Walmart,"Chicago, US",41.87593684106141,-87.60863226095974,Approved,False,,False,False,
TXN-432963,ACC-00126,2025-01-02 20:02:22.487612,35.99,ACH,Amazon,"Denver, US",39.71222455381992,-105.01751882349711,Approved,False,,False,False,
TXN-990649,ACC-00170,2025-01-02 20:06:24.165248,25.57,P2P,Starbucks,"Dallas, US",32.78497261845381,-96.8386789004708,Approved,False,,False,False,
TXN-828361,ACC-00111,2025-01-02 20:07:51.667743,16.85,Wire,Apple Store,"Boston, US",42.388769184414045,-71.1019040958431,Approved,False,,False,False,
TXN-271241,ACC-00158,2025-01-02 20:26:35.322701,156.33,POS,McDonald's,"Seattle, US",47.649227250907366,-122.37616431561605,Approved,False,,False,False,
TXN-681208,ACC-00156,2025-01-02 20:30:23.639718,119.07,ACH,Netflix,"Denver, US",39.71144423404287,-104.99140831729946,Approved,False,,False,False,
TXN-899301,ACC-00136,2025-01-02 20:34:45.326385,398.71,ACH,Best Buy,"Denver, US",39.715257476958165,-104.99267852216889,Approved,False,,False,False,
TXN-520124,ACC-00182,2025-01-02 20:38:17.697213,37.11,Online,Walmart,"New York, US",40.74137060656214,-73.98313045668084,Approved,False,,False,False,
TXN-808502,ACC-00015,2025-01-02 20:44:24.367425,53.77,Online,Amazon,"Los Angeles, US",34.01752090947515,-118.25805250693507,Approved,False,,False,False,
TXN-621986,ACC-00097,2025-01-02 20:44:54.633579,124.91,ATM,DoorDash,"Los Angeles, US",34.00216910881939,-118.28060792680728,Approved,False,,False,False,
TXN-370948,ACC-00003,2025-01-02 20:44:57.286505,86.68,ACH,Delta Airlines,"Chicago, US",41.835665252088056,-87.6694809902719,Approved,False,,False,False,
TXN-592053,ACC-00050,2025-01-02 20:49:23.817210,129.68,POS,Delta Airlines,"New York, US",40.709529710711635,-74.03398722716037,Approved,False,,False,False,
TXN-146211,ACC-00167,2025-01-02 21:09:23.931158,63.42,POS,Target,"London, UK",51.53040796566063,-0.09081908792770094,Approved,False,,False,False,
TXN-829578,ACC-00086,2025-01-02 21:11:55.790135,151.08,ATM,Netflix,"Lagos, NG",6.564338780864942,3.3726469103295322,Approved,False,,False,False,
TXN-791308,ACC-00118,2025-01-02 21:17:11.306588,116.98,Wire,Starbucks,"London, UK",51.48448779106489,-0.09926506855712024,Approved,False,,False,False,
TXN-785720,ACC-00158,2025-01-02 21:20:11.684251,132.45,Wire,Delta Airlines,"Austin, US",30.307670808222877,-97.73006060351946,Approved,False,,False,False,
TXN-767376,ACC-00172,2025-01-02 21:26:07.115313,153.59,Online,DoorDash,"Miami, US",25.72727532802649,-80.18293817345891,Approved,False,,False,False,
TXN-667650,ACC-00061,2025-01-02 21:27:11.162844,399.49,ACH,Walmart,"Denver, US",39.76682603237844,-104.93877472211778,Approved,False,,False,False,
TXN-438542,ACC-00128,2025-01-02 21:30:17.607160,81.95,Wire,Best Buy,"New York, US",40.666698470263455,-74.03510317814528,Approved,False,,False,False,
TXN-896573,ACC-00135,2025-01-02 21:40:02.900226,79.09,ATM,Best Buy,"Austin, US",30.28571589719087,-97.72794173911599,Approved,False,,False,False,
TXN-677723,ACC-00132,2025-01-02 21:43:51.024914,79.84,P2P,Apple Store,"Lagos, NG",6.489571794757615,3.379110301909979,Approved,False,,False,False,
TXN-715702,ACC-00023,2025-01-02 21:46:41.524670,71.02,P2P,Walmart,"Denver, US",39.77073966958315,-104.97467058376364,Approved,False,,False,False,
TXN-683510,ACC-00195,2025-01-02 21:48:19.036802,32.4,ATM,Costco,"Seattle, US",47.57907564358701,-122.28648311498834,Approved,False,,False,False,
TXN-614266,ACC-00088,2025-01-02 21:52:20.838789,23.12,ATM,DoorDash,"Dallas, US",32.8261246009251,-96.7936324457676,Approved,False,,False,False,
TXN-883381,ACC-00037,2025-01-02 21:52:43.693107,59.45,ATM,Walmart,"New York, US",40.68273576713828,-74.00364786241643,Approved,False,,False,False,
TXN-302472,ACC-00166,2025-01-02 21:54:04.637446,78.43,POS,DoorDash,"Denver, US",39.72839598781183,-104.93000458088176,Approved,False,,False,False,
TXN-923091,ACC-00187,2025-01-02 21:55:58.401935,50.55,ACH,Netflix,"Austin, US",30.319351443028484,-97.77908748277324,Approved,False,,False,False,
TXN-417078,ACC-00127,2025-01-02 22:06:43.465867,74.48,Wire,Target,"Denver, US",39.70393150683311,-105.02122799720212,Approved,False,,False,False,
TXN-535320,ACC-00199,2025-01-02 22:19:32.416533,780.97,Wire,Airbnb,"Seattle, US",47.61018585825413,-122.28764387492694,Approved,False,,False,False,
TXN-838568,ACC-00088,2025-01-02 22:25:50.303437,27.94,POS,DoorDash,"Lagos, NG",6.533015634151849,3.4091019317813953,Approved,False,,False,False,
TXN-997670,ACC-00046,2025-01-02 22:28:00.784454,225.38,ACH,Airbnb,"New York, US",40.67467941018945,-73.99830603009137,Approved,False,,False,False,
TXN-880768,ACC-00111,2025-01-02 22:28:23.047062,52.73,POS,Amazon,"Miami, US",25.788577424844053,-80.21126057051856,Approved,False,,False,False,
TXN-387210,ACC-00129,2025-01-02 22:29:24.104928,4.03,Wire,Delta Airlines,"Houston, US",29.74559461498021,-95.34622306339821,Approved,False,,False,False,
TXN-113353,ACC-00074,2025-01-02 22:31:17.180125,294.24,ATM,CVS Pharmacy,"Dallas, US",32.825595781677364,-96.78160901026833,Approved,False,,False,False,
TXN-718265,ACC-00161,2025-01-02 22:37:18.682609,260.28,POS,Shell Gas,"Houston, US",29.753115974422837,-95.39152393758675,Approved,False,,False,False,
TXN-424578,ACC-00121,2025-01-02 22:46:48.673114,422.82,ATM,Target,"Denver, US",39.75035073461552,-104.98685126391017,Approved,False,,False,False,
TXN-695130,ACC-00113,2025-01-02 22:47:44.904255,96.73,ACH,Netflix,"London, UK",51.551723146151545,-0.08524776392206797,Approved,False,,False,False,
TXN-885100,ACC-00095,2025-01-02 22:48:36.079194,175.15,POS,Shell Gas,"Denver, US",39.71521225669914,-104.98938062086827,Approved,False,,False,False,
TXN-645316,ACC-00081,2025-01-02 22:57:25.034122,26.5,POS,Amazon,"Austin, US",30.2525851634272,-97.70798146209232,Approved,False,,False,False,
TXN-313660,ACC-00072,2025-01-02 22:59:02.456311,216.58,Wire,Shell Gas,"Los Angeles, US",34.07108212498081,-118.25820123327856,Approved,False,,False,False,
TXN-520085,ACC-00028,2025-01-02 23:01:28.416807,43.37,Wire,Shell Gas,"Lagos, NG",6.548549472375839,3.428073450791884,Approved,False,,False,False,
TXN-547107,ACC-00144,2025-01-02 23:04:31.202650,15.75,Online,Best Buy,"Seattle, US",47.56225728182906,-122.3577986975342,Approved,False,,False,False,
TXN-746910,ACC-00078,2025-01-02 23:08:26.564206,68.03,ACH,Home Depot,"Chicago, US",41.892835673954494,-87.65306815639569,Approved,False,,False,False,
TXN-906048,ACC-00136,2025-01-02 23:11:24.766495,185.0,ACH,Home Depot,"Los Angeles, US",34.062683737958196,-118.22755785442203,Approved,False,,False,False,
TXN-610343,ACC-00084,2025-01-02 23:13:50.342726,54.27,POS,Shell Gas,"Boston, US",42.364177927351115,-71.08146482754944,Approved,False,,False,False,
TXN-367968,ACC-00029,2025-01-02 23:14:35.645862,69.93,Wire,CVS Pharmacy,"Denver, US",39.70777751110646,-105.01711031578144,Approved,False,,False,False,
TXN-283662,ACC-00138,2025-01-02 23:19:23.354597,226.59,POS,Best Buy,"Boston, US",42.382010624668254,-71.0382435464098,Approved,False,,False,False,
TXN-739037,ACC-00022,2025-01-02 23:32:26.653933,37.26,P2P,Uber,"Miami, US",25.79481071243245,-80.17014360744598,Approved,False,,False,False,
TXN-692282,ACC-00135,2025-01-02 23:36:35.947889,62.57,POS,CVS Pharmacy,"London, UK",51.49311110878019,-0.17122973155302454,Approved,False,,False,False,
TXN-353524,ACC-00047,2025-01-02 23:36:38.068064,85.55,Online,CVS Pharmacy,"Los Angeles, US",34.0498874373531,-118.2175723211532,Approved,False,,False,False,
TXN-580290,ACC-00012,2025-01-02 23:41:09.293302,30.18,P2P,Apple Store,"Miami, US",25.767615839898934,-80.21099638112675,Approved,False,,False,False,
